Method,img_label,linear_vel,angular_vel,pre_inflation,goal_dist,delta_goal_dist,moved_toward_goal,next_linear_vel:,next_angular_vel,max_vel_x,max_vel_theta,nr_pairs_,nr_steps_,linear_stddev,angular_stddev,lambda,final_inflation
RL,15,1.2964900496604814,-0.6717129348801374,0.6008445024490356,8.195092030117054,0.7051313041940261,1,1.2727808354272292,-0.012168877908163421,1.9999911785125732,2.9856276512145996,384,20,0.14826169610023499,0.13115690648555756,0.29062533378601074,0.6008445024490356
RL,16,1.2727808354272292,-0.012168877908163421,0.5568310618400574,7.557864903859058,0.6372271262579963,1,1.1313654025840731,-0.005212995115222893,2.1092638969421387,3.3662452697753906,416,19,0.15585952997207642,0.1246524378657341,1.0029339790344238,0.5568310618400574
RL,17,1.1313654025840731,-0.005212995115222893,0.6216686964035034,6.903284720877434,0.6545801829816238,1,1.2349583084476352,0.008082135981113743,2.270141839981079,3.036851406097412,410,18,0.15878789126873016,0.15467002987861633,0.5066661834716797,0.6216686964035034
RL,18,1.2349583084476352,0.008082135981113743,0.6532357931137085,6.329613223906305,0.5736714969711292,1,1.0734732462442567,-0.012208368806787785,1.9114347696304321,2.6643033027648926,361,19,0.1380268782377243,0.1541861891746521,0.8079184293746948,0.6532357931137085
RL,19,1.0734732462442567,-0.012208368806787785,0.6127545833587646,5.678875154627974,0.6507380692783311,1,1.2444287655510855,-0.0009053443545006199,2.229438543319702,3.060142993927002,352,19,0.1448044776916504,0.1444893628358841,0.5377681255340576,0.6127545833587646
RL,20,1.2444287655510855,-0.0009053443545006199,0.5835744142532349,4.872021727113153,0.8068534275148211,1,1.7328947868310083,0.1271518055476753,1.7263638973236084,3.3411762714385986,375,18,0.1585860401391983,0.16154354810714722,0.7052643299102783,0.5835744142532349
HB,21,1.7870294622298337,0.0013365404986719418,0.611008882522583,13.968198411102865,0.6463806229056583,1,1.123915182718865,-0.007940189813352604,2.0,0.15043392691245402,600,28,0.1490093469619751,0.1575368344783783,0.7417235374450684,0.74172354
HB,22,1.123915182718865,-0.007940189813352604,0.547850489616394,13.338652237094319,0.6295461740085457,1,1.07394375788907,-0.004706086816912037,2.0,0.2757262456830898,600,24,0.15407520532608032,0.14464527368545532,0.6673712730407715,0.39999999999999997
HB,23,1.07394375788907,-0.004706086816912037,0.5976649522781372,12.775869631569051,0.5627826055252676,1,1.0634569514942562,-0.002771120197169719,1.8045436424332533,0.36762559138046036,600,24,0.14844799041748047,0.16036555171012878,0.46099233627319336,0.39999999999999997
HB,24,1.0634569514942562,-0.002771120197169719,0.5935767889022827,12.307836801099832,0.4680328304692196,1,0.7854975959512145,-0.06593253919848445,1.8326343385757857,0.5431388755858364,800,32,0.15100230276584625,0.17103412747383118,0.4650695323944092,0.39999999999999997
HB,25,0.7854975959512145,-0.06593253919848445,0.6005215048789978,11.985205163980218,0.3226316371196134,1,0.48613913034598055,-0.20377533194487063,1.5211014539013687,0.7857415607716932,800,33,0.13870055973529816,0.1526813954114914,0.9014905691146851,0.39999999999999997
HB,26,0.48613913034598055,-0.20377533194487063,0.6101537346839905,11.731188233307364,0.25401693067285436,1,0.45085054399655466,-0.01536065031030524,1.3175333681262251,0.9696788749415632,800,35,0.14505615830421448,0.14976519346237183,1.4503626823425293,0.39999999999999997
HB,27,0.45085054399655466,-0.01536065031030524,0.579947829246521,11.534180740954575,0.19700749235278892,1,0.33994105167392885,-0.03287310676138084,1.274499474210869,1.1427987917895226,800,32,0.10965356230735779,0.16359469294548035,0.4526643753051758,0.39999999999999997
HB,28,0.33994105167392885,-0.03287310676138084,0.4678550958633423,11.346513150838666,0.18766759011590928,1,0.37387044638008066,-0.3348357260621015,0.9478201312776489,1.2504109757006334,800,39,0.1676132082939148,0.15088656544685364,4.653491973876953,0.39999999999999997
HB,29,0.29981466927900413,-0.6241985164826412,0.13137038052082062,11.081477660752222,0.11726967592454329,1,0.32637637224888727,-0.0031732966292236917,0.7983332632840836,1.4182027217956341,800,33,0.08650743961334229,0.1481865793466568,0.7493031024932861,0.39999999999999997
HB,30,0.34062381713126594,-0.014595193441642795,0.5754566192626953,10.861045506609926,0.1104352554096284,1,0.33580238741419943,-0.004479370834199463,0.7159169612195725,1.4852237099174264,800,35,0.0713169202208519,0.10710799694061279,0.5049281120300293,0.39999999999999997
HB,31,0.260166744123559,0.5655457864587877,0.13573266565799713,10.654222496056533,0.09148606672797754,1,0.22190056200647204,0.6920749798600808,0.6357998269436729,1.5861527047023534,800,32,0.11938145756721497,0.16027110815048218,0.45363593101501465,0.39999999999999997
HB,32,0.2103645364857962,0.525259391434491,0.6065525412559509,10.445996314192652,0.10245474990639458,1,0.19578595235460072,0.8047745079345561,0.6637835751940253,1.6599983741462898,800,30,0.1731080710887909,0.1414892077445984,0.7290444374084473,0.39999999999999997
HB,33,0.2970113668870502,0.33346794451025186,0.5934336185455322,10.128754515405607,0.18080393169038267,1,0.4064509494069892,-0.003821628872502654,0.666016421024682,1.587655640840512,800,33,0.15903763473033905,0.12877964973449707,0.45282459259033203,0.39999999999999997
HB,34,0.4064509494069892,-0.003821628872502654,0.557246208190918,9.939601260089248,0.1891532553163593,1,0.40250194376394477,-0.006729218281627217,0.6572133142285593,1.5503581710827805,800,30,0.1402437388896942,0.12465696781873703,0.8795511722564697,0.39999999999999997
HB,35,0.40250194376394477,-0.006729218281627217,0.6037948131561279,9.746271197751327,0.19333006233792105,1,0.34855715256937125,-0.15341254100825752,0.7070122375648137,1.5458278587301977,800,31,0.1493426263332367,0.13834989070892334,5.094305992126465,0.39999999999999997
HB,36,0.34855715256937125,-0.15341254100825752,0.5746076107025146,9.565979339430768,0.18029185832055816,1,0.35852472039228894,0.0041456944853541485,0.9015358739470444,1.5386696129542228,800,34,0.0890834853053093,0.1339111328125,5.477392196655273,0.39999999999999997
HB,37,0.35852472039228894,0.0041456944853541485,0.3973359763622284,9.360614573965234,0.20536476546553395,1,0.44091738593312907,-0.03621273076313671,1.623802643542329,1.5007017746947042,800,37,0.1395714282989502,0.03292399272322655,0.06456470489501953,0.30999999999999994
