rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,success_count,success_percentage,timeout_count,timeout_percentage,flip_count,flip_percentage
207,189,15.417599999999993,0.3521020227556887,5.436357911876984,10.872715823753968,100.0,20,20.0,100.0,,,,
208,178,15.3071,0.36215899375301425,5.440087673922177,10.880175347844354,100.0,20,20.0,100.0,,,,
209,257,15.228600000000005,0.38394478219030614,6.118386897139427,12.236773794278854,100.0,20,20.0,100.0,,,,
210,69,15.219700000000012,0.36129115923134864,5.708827469032679,11.417654938065358,100.0,20,20.0,100.0,,,,
211,149,15.215800000000002,0.3928524729039298,6.199818355753126,12.399636711506252,100.0,20,20.0,100.0,,,,
212,148,15.027499999999993,0.3525926680847019,5.504351468332604,11.008702936665207,100.0,20,20.0,100.0,,,,
213,34,14.984999999999994,0.3566731288315987,5.48363797721612,10.96727595443224,100.0,20,20.0,100.0,,,,
214,109,14.921900000000011,0.36825949810316677,5.606741090037601,11.213482180075202,100.0,20,20.0,100.0,,,,
215,74,14.665600000000003,0.4172223193359391,6.205315748043385,12.41063149608677,100.0,20,20.0,100.0,,,,
216,87,14.648500000000007,0.37951576378130447,5.559099912249767,11.118199824499534,100.0,20,20.0,100.0,,,,
217,64,14.298599999999999,0.3490637482389127,5.521054137894256,11.042108275788513,90.0,20,18.0,90.0,,,2.0,10.0
218,47,14.297199999999993,0.35897736196400964,5.312680207623954,10.625360415247908,95.0,20,19.0,95.0,1.0,5.0,,
219,6,14.159699999999987,0.4267743537080668,6.250332765621097,12.500665531242195,100.0,20,20.0,100.0,,,,
220,78,14.032999999999976,0.43635648730181964,6.5219263118779,13.0438526237558,100.0,20,20.0,100.0,,,,
221,231,13.973799999999986,0.3705898637480159,5.843135561291972,11.686271122583944,90.0,20,18.0,90.0,2.0,10.0,,
222,152,13.837099999999989,0.4027241017157331,5.661944276335883,11.323888552671766,100.0,20,20.0,100.0,,,,
223,185,13.798700000000002,0.3685550177579252,5.576206458056356,11.152412916112713,95.0,20,19.0,95.0,,,1.0,5.0
224,125,13.746899999999991,0.39955249477883414,5.522092081361679,11.044184162723358,100.0,20,20.0,100.0,,,,
225,63,13.3743,0.39404087042498764,5.355858184572295,10.71171636914459,100.0,20,20.0,100.0,,,,
226,89,13.327799999999996,0.41653472736633085,5.617254287640188,11.234508575280376,100.0,20,20.0,100.0,,,,
227,164,13.263499999999988,0.43302362674880157,6.215000232989996,12.430000465979992,100.0,20,20.0,100.0,,,,
